上榜日期,证券号码,证券简称,今日涨幅,买入额（万）,卖出额（万）,净买入（万）, 所属营业部
2025-06-19,603003,退市龙宇,%,62.65万,0,62.65万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,600804,退市鹏博,%,46.45万,0,46.45万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,600759,洲际油气,0.4200%,0,2175.67万,-2175.67万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,600387,退市海越,%,0,78.61万,-78.61万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,301550,斯菱股份,-0.3000%,178.83万,4022.42万,-3843.59万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,300340,科恒股份,0.0500%,1516.7万,909.47万,607.22万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,300255,常山药业,-12.8000%,2738.2万,1505.12万,1233.07万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,300164,通源石油,0.7100%,5899.15万,4943.55万,955.6万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,002678,珠江钢琴,-0.3900%,256.59万,445.3万,-188.71万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,002615,哈尔斯,0.0000%,3562.57万,2369.21万,1193.35万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,002235,安妮股份,-0.5100%,2336.4万,2202.53万,133.87万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,002015,协鑫能科,-2.0200%,4721.53万,1446.14万,3275.38万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,000701,厦门信达,-0.3200%,3453.84万,3289.77万,164.07万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-19,002750,龙津退,3.5100%,1.2万,15.03万,-13.83万,国金证券股份有限公司上海奉贤区金碧路证券营业部
2025-06-19,002336,人乐退,0.0000%,51.41万,2.03万,49.37万,国金证券股份有限公司上海互联网证券分公司
2025-06-19,603398,*ST沐邦,-0.9100%,1150.65万,0,1150.65万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-06-19,600804,退市鹏博,%,0,81.04万,-81.04万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-06-19,001331,胜通能源,0.5900%,88.66万,716.18万,-627.52万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-06-18,002199,*ST东晶,2.8800%,365.02万,500.04万,-135.01万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-06-18,001331,胜通能源,0.5900%,856.51万,53.4万,803.11万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-06-18,002336,人乐退,0.0000%,1万,44.79万,-43.78万,国金证券股份有限公司上海互联网证券分公司
2025-06-18,002250,联化科技,0.1800%,375.47万,2115.77万,-1740.3万,国金证券股份有限公司上海奉贤区金碧路证券营业部
2025-06-18,600387,退市海越,%,84.97万,0,84.97万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,600281,华阳新材,0.5700%,1111.92万,0,1111.92万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,430090,同辉信息,%,689.36万,240.24万,449.12万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,301141,中科磁业,1.3900%,909.57万,980.31万,-70.74万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,300941,创识科技,3.2300%,2144.89万,1104.94万,1039.94万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,300753,爱朋医疗,0.0900%,3043.31万,401.41万,2641.9万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,002828,贝肯能源,4.5800%,2393.53万,1284.44万,1109.09万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,002678,珠江钢琴,-0.3900%,668.77万,223.97万,444.79万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,002471,中超控股,-1.0300%,734.73万,1565.42万,-830.69万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,002366,融发核电,-3.1500%,5926.66万,4133.54万,1793.12万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,002235,安妮股份,-0.5100%,2097.16万,1411.58万,685.58万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,002199,*ST东晶,2.8800%,644.47万,399.81万,244.66万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,001278,一彬科技,0.7500%,825.45万,556.54万,268.9万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,000701,厦门信达,-0.3200%,1043.83万,1238.35万,-194.51万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-06-18,920088,科力股份,%,1152.03万,947.96万,204.07万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-06-18,688573,信宇人,-1.4100%,0,796.82万,-796.82万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-06-18,605099,共创草坪,-3.7400%,2018.6万,0,2018.6万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-06-18,603124,江南新材,-1.4300%,0,407.58万,-407.58万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-06-18,603003,退市龙宇,%,0,90.82万,-90.82万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-06-18,601279,英利汽车,1.2900%,1023.13万,0,1023.13万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-06-18,600980,北矿科技,0.8800%,1363.67万,0,1363.67万,东方财富证券股份有限公司拉萨东环路第二证券营业部
