上榜日期,证券号码,证券简称,今日涨幅,买入额（万）,卖出额（万）,净买入（万）, 所属营业部
2025-07-15,603829,洛凯股份,%,327.14万,0,327.14万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,603778,国晟科技,8.0700%,959.92万,0,959.92万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,603389,*ST亚振,-5.0200%,452.17万,0,452.17万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,603124,江南新材,-1.4300%,532.88万,0,532.88万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,601022,宁波远洋,4.1100%,1549.36万,0,1549.36万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,601003,柳钢股份,10.1100%,0,1272万,-1272万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,600744,华银电力,10.0000%,2800.06万,0,2800.06万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,600678,四川金顶,1.2900%,760.95万,0,760.95万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,600606,绿地控股,2.4000%,1991.86万,0,1991.86万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,301141,中科磁业,1.3900%,1204.33万,955.77万,248.56万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,300195,长荣股份,1.2700%,1112.33万,782.43万,329.9万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,002623,亚玛顿,10.0100%,955.13万,948.92万,6.21万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,002553,南方精工,0.9900%,2339.3万,2099.1万,240.19万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,002401,中远海科,0.4800%,2349.13万,876.46万,1472.67万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,002295,精艺股份,9.9700%,184.89万,97.14万,87.74万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,002131,利欧股份,0.5900%,1638.09万,2969.95万,-1331.85万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,002104,恒宝股份,2.5600%,4762.21万,4779.71万,-17.5万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,000965,天保基建,1.7600%,1295.86万,941.53万,354.33万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,000627,*ST天茂,-5.1100%,124.2万,93.27万,30.93万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,000514,渝开发,10.1000%,1550.37万,1415.39万,134.98万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-15,605500,森林包装,10.0300%,918.48万,0,918.48万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,603778,国晟科技,8.0700%,853.5万,0,853.5万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,603389,*ST亚振,-5.0200%,371.9万,0,371.9万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,301141,中科磁业,1.3900%,861.18万,976.4万,-115.21万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,002562,兄弟科技,-1.8500%,1625.74万,790.73万,835万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,002553,南方精工,0.9900%,2380.09万,1324.33万,1055.76万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,002365,永安药业,-5.8800%,1372.48万,1116.96万,255.51万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,002295,精艺股份,9.9700%,187.21万,97.45万,89.75万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,002104,恒宝股份,2.5600%,5034.38万,4780.39万,253.99万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-15,000622,恒立退,0.0000%,37.72万,15,37.71万,国金证券股份有限公司上海互联网证券分公司
2025-07-15,603389,*ST亚振,-5.0200%,402.56万,0,402.56万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-14,605122,四方新材,10.0300%,753.81万,0,753.81万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-14,301388,欣灵电气,20.0100%,668.41万,802.4万,-133.98万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-14,301141,中科磁业,1.3900%,766.6万,1586.62万,-820.02万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-14,300280,*ST紫天,-20.0300%,479.72万,520.48万,-40.75万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-14,603778,国晟科技,8.0700%,988.45万,0,988.45万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,600744,华银电力,10.0000%,0,6148.81万,-6148.81万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,600281,华阳新材,0.5700%,1255.45万,0,1255.45万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,301141,中科磁业,1.3900%,997.04万,1532.95万,-535.9万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,300280,*ST紫天,-20.0300%,649.5万,431.78万,217.72万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,300208,中程退,0.0000%,37.7万,8.49万,29.2万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,002878,元隆雅图,1.2700%,625.38万,311.3万,314.07万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,002295,精艺股份,9.9700%,910.93万,739.16万,171.76万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,002218,拓日新能,10.0600%,1629.61万,1397.87万,231.74万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,002104,恒宝股份,2.5600%,6114.9万,3113.25万,3001.64万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,001896,豫能控股,3.7100%,695.71万,931.8万,-236.09万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,000678,襄阳轴承,2.3300%,2844.91万,3001.78万,-156.87万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,000655,金岭矿业,9.9500%,692.98万,844.41万,-151.42万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,000514,渝开发,10.1000%,886.27万,1136.57万,-250.3万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-14,605500,森林包装,10.0300%,0,887.24万,-887.24万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,605122,四方新材,10.0300%,653.07万,0,653.07万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,603778,国晟科技,8.0700%,1483.65万,0,1483.65万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,600190,退市锦港,-7.0200%,35.7万,0,35.7万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,301388,欣灵电气,20.0100%,578.3万,810.25万,-231.95万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,301176,逸豪新材,19.9900%,1020.66万,671.69万,348.97万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,301141,中科磁业,1.3900%,964.6万,1627.34万,-662.73万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,300280,*ST紫天,-20.0300%,650.6万,456.5万,194.1万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,002295,精艺股份,9.9700%,735.48万,578.61万,156.86万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,002218,拓日新能,10.0600%,1449.91万,1266.66万,183.24万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,002104,恒宝股份,2.5600%,5669.08万,3828.27万,1840.81万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,000903,ST云动,-0.6700%,17.61万,93.84万,-76.23万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,000678,襄阳轴承,2.3300%,1737.72万,2132.23万,-394.51万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,000655,金岭矿业,9.9500%,897.9万,574.71万,323.18万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,000514,渝开发,10.1000%,1350万,982.9万,367.09万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-14,605500,森林包装,10.0300%,0,926.85万,-926.85万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-14,605122,四方新材,10.0300%,557.65万,0,557.65万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-14,301388,欣灵电气,20.0100%,458.86万,538.07万,-79.2万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-14,300280,*ST紫天,-20.0300%,430.06万,386.48万,43.58万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-14,002898,*ST赛隆,4.9600%,376.03万,157.71万,218.32万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-14,002295,精艺股份,9.9700%,750.07万,530.91万,219.16万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-14,000678,襄阳轴承,2.3300%,1457.09万,1527.12万,-70.02万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-14,000655,金岭矿业,9.9500%,662.53万,661.88万,6463,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-14,600462,退市九有,-5.5600%,145.12万,0,145.12万,国金证券股份有限公司上海互联网证券分公司
2025-07-14,688317,之江生物,0.5100%,0,515.45万,-515.45万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-14,300280,*ST紫天,-20.0300%,447.22万,423.51万,23.7万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-14,000622,恒立退,0.0000%,7299,63.75万,-63.02万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-11,600678,四川金顶,1.2900%,621.14万,0,621.14万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-11,600190,退市锦港,-7.0200%,24.39万,0,24.39万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-11,430090,同辉信息,%,708.8万,705.44万,3.36万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-11,301388,欣灵电气,20.0100%,456.87万,467.5万,-10.63万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-11,301141,中科磁业,1.3900%,1839.58万,1473.65万,365.92万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-11,300600,国瑞科技,1.8300%,285.53万,673.73万,-388.19万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-11,300280,*ST紫天,-20.0300%,281.28万,340.82万,-59.54万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-11,002640,跨境通,1.0200%,3287.98万,3814.22万,-526.23万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-11,605006,山东玻纤,9.9900%,894.63万,0,894.63万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,603072,天和磁材,1.0700%,1081.43万,0,1081.43万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,600744,华银电力,10.0000%,5886.04万,0,5886.04万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,430090,同辉信息,%,704.03万,507.4万,196.63万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,301141,中科磁业,1.3900%,2058.6万,1563.4万,495.19万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,300600,国瑞科技,1.8300%,245.04万,683.11万,-438.06万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,300280,*ST紫天,-20.0300%,363.34万,176.34万,186.99万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,003040,楚天龙,3.7000%,1999.96万,2737.97万,-738万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,002951,金时科技,10.0000%,662.93万,617.22万,45.71万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,002896,中大力德,2.1400%,891.69万,1919.73万,-1028.03万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,002636,金安国纪,10.0200%,2101.26万,1482.95万,618.3万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,002104,恒宝股份,2.5600%,3862.48万,5798.86万,-1936.38万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,001236,弘业期货,1.1900%,1231.05万,1343.06万,-112.01万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,000655,金岭矿业,9.9500%,1590.23万,865.49万,724.73万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-11,605500,森林包装,10.0300%,1003万,0,1003万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,605006,山东玻纤,9.9900%,887.71万,0,887.71万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,603601,再升科技,5.7600%,866.38万,0,866.38万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,603072,天和磁材,1.0700%,1015.61万,0,1015.61万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,601908,京运通,5.5700%,0,386.31万,-386.31万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,601696,中银证券,1.3100%,0,3840.68万,-3840.68万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,430090,同辉信息,%,466.17万,493.31万,-27.13万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,301658,首航新能,20.0000%,643.4万,944.79万,-301.38万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,301388,欣灵电气,20.0100%,474.15万,390.24万,83.91万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,301208,中亦科技,-1.8000%,1354.02万,1365.23万,-11.2万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,301141,中科磁业,1.3900%,1915.67万,1695.15万,220.52万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,300600,国瑞科技,1.8300%,393.5万,724.52万,-331.01万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,300280,*ST紫天,-20.0300%,363.91万,244.1万,119.81万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,002640,跨境通,1.0200%,3733.15万,3207.97万,525.18万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,002636,金安国纪,10.0200%,2194.92万,1266.67万,928.24万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,001236,弘业期货,1.1900%,1061.56万,1422.1万,-360.53万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,000892,欢瑞世纪,0.0000%,1558.12万,810.83万,747.29万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-11,605500,森林包装,10.0300%,1053.9万,0,1053.9万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-11,430090,同辉信息,%,581.67万,463.89万,117.77万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-11,301388,欣灵电气,20.0100%,366.55万,393.84万,-27.28万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-11,301141,中科磁业,1.3900%,1612.43万,1350.41万,262.01万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-11,300280,*ST紫天,-20.0300%,237.73万,252.46万,-14.73万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-11,002263,大东南,10.1200%,1360.82万,1389.46万,-28.64万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-11,000655,金岭矿业,9.9500%,1249.93万,850.92万,399万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-11,000622,恒立退,0.0000%,28万,9600,27.04万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-11,601696,中银证券,1.3100%,4135.13万,0,4135.13万,国金证券股份有限公司上海互联网证券分公司
2025-07-11,600462,退市九有,-5.5600%,108.3万,0,108.3万,国金证券股份有限公司上海互联网证券分公司
2025-07-11,430090,同辉信息,%,625.15万,488.68万,136.47万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-11,300280,*ST紫天,-20.0300%,265.85万,231.38万,34.46万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-10,603726,朗迪集团,10.0000%,710.27万,0,710.27万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,601908,京运通,5.5700%,0,316.23万,-316.23万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,600190,退市锦港,-7.0200%,0,22.04万,-22.04万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,301658,首航新能,20.0000%,698.09万,906.97万,-208.87万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,301630,同宇新材,%,1984.02万,1341.47万,642.54万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,301389,隆扬电子,3.8600%,970.62万,1712.45万,-741.82万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,301388,欣灵电气,20.0100%,548.92万,433.61万,115.31万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,301208,中亦科技,-1.8000%,611.04万,1079.25万,-468.21万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,300996,普联软件,2.2400%,604.35万,1751.47万,-1147.12万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,300368,汇金股份,8.0400%,928.78万,877.97万,50.81万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,300280,*ST紫天,-20.0300%,363.94万,124万,239.93万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,002640,跨境通,1.0200%,3952.16万,1673.55万,2278.61万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,000584,工智退,0.0000%,3.36万,46.88万,-43.51万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-10,605277,新亚电子,10.0200%,3492.72万,0,3492.72万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,605162,新中港,10.0100%,845.64万,0,845.64万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,605136,丽人丽妆,-1.4500%,966.14万,0,966.14万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,605006,山东玻纤,9.9900%,1906.52万,0,1906.52万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,603726,朗迪集团,10.0000%,912.41万,0,912.41万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,603256,宏和科技,10.0200%,1456.09万,0,1456.09万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,603207,小方制药,10.0000%,365.29万,0,365.29万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,603086,先达股份,0.6600%,1788.9万,0,1788.9万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,600537,亿晶光电,10.0600%,2422.06万,0,2422.06万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,600192,长城电工,1.3900%,1115.36万,0,1115.36万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,301630,同宇新材,%,2073.56万,1102.63万,970.93万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,300368,汇金股份,8.0400%,638.36万,806.63万,-168.26万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,300019,硅宝科技,7.5300%,1759.64万,2424.06万,-664.41万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,002721,金一文化,7.4700%,3031.03万,2808.61万,222.41万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,002581,ST未名,-4.9900%,2.42万,46.17万,-43.74万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,002579,中京电子,4.2300%,3012.27万,2547.37万,464.9万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,002562,兄弟科技,-1.8500%,1605.14万,1689.89万,-84.74万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,002506,协鑫集成,3.9400%,712.73万,856.17万,-143.43万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,002295,精艺股份,9.9700%,963.03万,597.27万,365.76万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,002201,九鼎新材,10.0500%,1524.9万,1082.07万,442.82万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,000989,九芝堂,-1.1900%,6870.07万,2442.86万,4427.21万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,000601,韶能股份,2.6100%,1260.59万,1334.88万,-74.28万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-10,605500,森林包装,10.0300%,937.48万,0,937.48万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,605277,新亚电子,10.0200%,3544.36万,0,3544.36万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,605136,丽人丽妆,-1.4500%,829.92万,0,829.92万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,603726,朗迪集团,10.0000%,870.33万,0,870.33万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,603256,宏和科技,10.0200%,1343.79万,0,1343.79万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,603086,先达股份,0.6600%,1785.54万,0,1785.54万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,600537,亿晶光电,10.0600%,1518.01万,0,1518.01万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,600192,长城电工,1.3900%,0,1087.51万,-1087.51万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,600190,退市锦港,-7.0200%,37.71万,0,37.71万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,301658,首航新能,20.0000%,1529.57万,1187.32万,342.25万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,301630,同宇新材,%,1656.9万,1225.88万,431.01万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,301388,欣灵电气,20.0100%,504.73万,594.96万,-90.22万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,301208,中亦科技,-1.8000%,1115.7万,1162.48万,-46.78万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,300778,新城市,3.6900%,1326.18万,613.77万,712.41万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,300368,汇金股份,8.0400%,764.58万,737.1万,27.47万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,300280,*ST紫天,-20.0300%,241.11万,131.18万,109.92万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,300019,硅宝科技,7.5300%,2655.91万,1347.03万,1308.88万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,002721,金一文化,7.4700%,4331.53万,2756.09万,1575.44万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,002657,中科金财,-0.3600%,2962.65万,2258.71万,703.94万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,002562,兄弟科技,-1.8500%,1263.99万,1788.01万,-524.01万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,002295,精艺股份,9.9700%,789.14万,568.13万,221.01万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,002289,*ST宇顺,4.9900%,49.62万,206.49万,-156.87万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,002201,九鼎新材,10.0500%,1245.6万,810.17万,435.42万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,001390,古麒绒材,10.0000%,564.61万,373.35万,191.26万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,000601,韶能股份,2.6100%,1358.5万,1381.7万,-23.2万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,000514,渝开发,10.1000%,1210.13万,1618万,-407.86万,东方财富证券股份有限公司拉萨东环路第二证券营业部
2025-07-10,605500,森林包装,10.0300%,1012.88万,0,1012.88万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,605277,新亚电子,10.0200%,3783.77万,0,3783.77万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,605136,丽人丽妆,-1.4500%,770.1万,0,770.1万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,603726,朗迪集团,10.0000%,758.82万,0,758.82万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,600192,长城电工,1.3900%,0,1054.53万,-1054.53万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,301658,首航新能,20.0000%,1066.36万,799.73万,266.62万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,301630,同宇新材,%,1250.28万,1074.88万,175.39万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,301388,欣灵电气,20.0100%,483.73万,322.47万,161.26万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,300368,汇金股份,8.0400%,914.98万,795.47万,119.5万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,300280,*ST紫天,-20.0300%,298.8万,98.03万,200.77万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,002579,中京电子,4.2300%,2837.9万,2311.2万,526.7万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,002201,九鼎新材,10.0500%,1489.14万,685.66万,803.48万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,000601,韶能股份,2.6100%,821.64万,1038.4万,-216.76万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,000584,工智退,0.0000%,20.03万,34.24万,-14.21万,东方财富证券股份有限公司拉萨东环路第一证券营业部
2025-07-10,603185,弘元绿能,10.0000%,0,3871.82万,-3871.82万,东方财富证券股份有限公司山南香曲东路证券营业部
2025-07-09,603836,海程邦达,5.1400%,228.96万,0,228.96万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,603716,塞力医疗,-5.9500%,0,1642.66万,-1642.66万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,600744,华银电力,10.0000%,0,4180.66万,-4180.66万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,600537,亿晶光电,10.0600%,0,1535.79万,-1535.79万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,600190,退市锦港,-7.0200%,28.94万,0,28.94万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,430090,同辉信息,%,587.9万,773.36万,-185.46万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,301658,首航新能,20.0000%,1073万,867.16万,205.83万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,301389,隆扬电子,3.8600%,1755.62万,1089.34万,666.28万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,301217,铜冠铜箔,12.9100%,1351.71万,1673.94万,-322.23万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,301208,中亦科技,-1.8000%,1379.6万,1394.8万,-15.2万,东方财富证券股份有限公司拉萨团结路第二证券营业部
2025-07-09,603716,塞力医疗,-5.9500%,0,1752.44万,-1752.44万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,603601,再升科技,5.7600%,1402.41万,0,1402.41万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,601133,柏诚股份,10.0200%,503.62万,0,503.62万,东方财富证券股份有限公司拉萨团结路第一证券营业部
2025-07-09,600537,亿晶光电,10.0600%,0,1402.5万,-1402.5万,东方财富证券股份有限公司拉萨团结路第一证券营业部
